epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.45603473991155624,0.5439600756764412,0.6939394587278366,0.5461299335956573,0.870278377532959,0.4843292987346649,0.5156707012653351,0.6753776276111603,0.4753196954727173,0.8414304351806641
2,0.2693980911374092,0.7305892217159271,0.8385266953706741,0.634510834813118,0.9280230331420899,0.6471176624298096,0.35288233757019044,0.5201896095275879,0.31153382539749147,0.6652880859375
3,0.1852680766582489,0.8147221717238426,0.8948282808065414,0.6660691088438034,0.9487256240844727,0.1345012080669403,0.8654987919330597,0.9275684463977814,0.6906280553340912,0.9591915893554688
4,0.13794931560754775,0.8620455539226533,0.924755348265171,0.6871249631047249,0.9608025741577149,0.38515074729919435,0.6148492527008057,0.7598125874996186,0.5272442090511322,0.8599649810791016
5,0.1069903638958931,0.8930054092407227,0.9431810086965561,0.7024084585905075,0.9683016777038574,0.5432124507427215,0.45678754925727844,0.6253886198997498,0.36380796670913695,0.7815673828125
6,0.09409505754709244,0.905900986790657,0.9504349517822266,0.708532706797123,0.9710773277282715,0.11281914353370666,0.8871808564662933,0.9398760890960693,0.7005567252635956,0.966204605102539
7,0.08796487867832184,0.9120306825637817,0.9537350168824196,0.7112485799193382,0.9722643470764161,0.7425950860977173,0.2574049139022827,0.40849584579467774,0.20446147203445433,0.3781105041503906
8,0.08098115980625152,0.9190145319700241,0.9576422327756882,0.7153488591313362,0.9737772941589355,0.3268672680854797,0.6731327319145203,0.7984659934043884,0.567894161939621,0.9157810974121093
9,0.07993411540985107,0.920061799287796,0.9581264242529869,0.7152804237604141,0.9738140869140625,0.10465828776359558,0.8953417122364045,0.9446234941482544,0.6995969116687775,0.9663890075683593
10,0.06823747575283051,0.9317586761713028,0.9645415195822715,0.7204564583301544,0.9762691116333008,0.7172859168052673,0.2827140831947327,0.4398021113872528,0.22131667852401735,0.4515235900878906
11,0.06299199670553207,0.9370043814182282,0.96738291233778,0.7231536108255386,0.9773022270202637,0.09760096549987793,0.902399034500122,0.9485595941543579,0.7044576632976532,0.9682699584960938
12,0.05805005222558975,0.9419463086128235,0.9700407153367996,0.7252993988990784,0.9782019805908203,0.06669536948204041,0.9333046305179596,0.9654150974750518,0.7205793333053588,0.9752700042724609
13,0.05260902613401413,0.9473874062299729,0.972925237417221,0.727950563132763,0.9792400360107422,0.049077308177948,0.950922691822052,0.9748164236545562,0.7294433963298798,0.9791065216064453
14,0.049878136813640596,0.9501182985305786,0.9743685156106949,0.7293055149912834,0.97977632522583,0.04759052753448487,0.9524094724655151,0.9755944418907165,0.7303259468078613,0.9792983245849609
15,0.04581291556358338,0.9541834631562233,0.9765236419439316,0.7312421289086342,0.9804810905456542,0.04570291638374328,0.9542970836162568,0.9765831768512726,0.7306430077552796,0.9795417022705079
