epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.5560359361767769,0.44396270155906675,0.606939525604248,0.4133598607778549,0.815584659576416,0.5092224657535553,0.4907775342464447,0.6526467752456665,0.4289955520629883,0.8679640960693359
2,0.3383486318588257,0.6616500803828239,0.7885141429305077,0.5353314745426178,0.9045928764343262,0.2862906038761139,0.7137093961238861,0.8312329292297364,0.5154519128799439,0.9124781799316406
3,0.13874157071113585,0.8612576577067376,0.9247993817925453,0.6721495798230172,0.9601458930969238,0.40634268283843994,0.59365731716156,0.7431226408481598,0.5446266520023346,0.8874222564697266
4,0.10273546874523162,0.8972638693451881,0.9456539916992187,0.6943075802922248,0.9686799621582032,0.08876484870910645,0.9112351512908936,0.953500440120697,0.7022611498832703,0.9722468566894531
5,0.08404327422380448,0.9159561783075333,0.9560574689507484,0.7046847102046013,0.9729511642456055,0.08348078727722168,0.9165192127227784,0.9563990366458893,0.7100180387496948,0.9735635375976562
6,0.07228442549705505,0.9277150771021843,0.9624581840634346,0.7106468099355697,0.975395851135254,0.08630313873291015,0.9136968612670898,0.9548210024833679,0.7077072954177857,0.9731961822509766
7,0.06866872817277908,0.9313308051228524,0.9643838542699814,0.7124686878919602,0.9761411094665527,0.7660879397392273,0.23391206026077271,0.37864639759063723,0.1893232011795044,0.322454833984375
8,0.06748477339744569,0.932514768242836,0.9649967423081398,0.7133597046136856,0.9763234519958496,0.07110921621322631,0.9288907837867737,0.9630953407287598,0.7131574475765228,0.9759249877929688
9,0.05891013532876968,0.9410894203186035,0.9696236729621888,0.7180766421556473,0.9780514907836914,0.062414710521697996,0.937585289478302,0.9677619886398315,0.7177256107330322,0.9777280426025391
10,0.05448721021413803,0.9455123564600945,0.9719661211967469,0.7208599999547005,0.9789078903198242,0.10704348683357238,0.8929565131664277,0.9431696784496307,0.6942307615280151,0.9690601348876953
11,0.05090742617845535,0.9490921121835708,0.9738655862212181,0.7230443641543388,0.9796142196655273,0.05010965347290039,0.9498903465270996,0.9742914509773254,0.7240036618709564,0.9799765014648437
12,0.04971655905246734,0.9502829837799073,0.9744892206788063,0.7238787052035331,0.9798590087890625,0.09865700483322143,0.9013429951667785,0.9478746056556702,0.702462807893753,0.9718910217285156
13,0.046819218397140504,0.9531803479790688,0.9760162669420243,0.7257704031467438,0.9803992462158203,0.04596047878265381,0.9540395212173461,0.9764729392528534,0.7269753074645996,0.9807767486572265
14,0.046484470665454865,0.9535150304436684,0.9761891534924507,0.7259243896603584,0.9804178047180175,0.0468633222579956,0.9531366777420044,0.9759992635250092,0.7268499612808228,0.9806306457519531
15,0.04434027671813965,0.9556592175364494,0.9773146662116051,0.7273175793886185,0.9808258628845214,0.04465999841690063,0.9553400015830994,0.9771544396877289,0.7276469945907593,0.9809892272949219
