epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.48385677099227903,0.5161384600400925,0.6614042270183563,0.4928016126155853,0.814797248840332,0.7893724775314331,0.2106275224685669,0.3472239780426025,0.1736121129989624,0.20339111328125
2,0.2717206740379334,0.7282776528596878,0.8382733625173568,0.597486955523491,0.9245561599731446,0.7954721069335937,0.20452789306640626,0.3333302688598633,0.2020794606208801,0.8228701782226563
3,0.24890413761138916,0.7510946249961853,0.8543536323308945,0.6026857697963715,0.9308160018920898,0.37290589094161986,0.6270941090583801,0.768635995388031,0.5383797073364258,0.8893449401855469
4,0.24638718247413635,0.7536118054389953,0.8563711947202682,0.5957623511552811,0.9311347198486328,0.8249033284187317,0.17509667158126832,0.29667058467864993,0.14892126560211183,0.303526611328125
5,0.2358514004945755,0.7641477054357528,0.8631430703401566,0.5971207851171494,0.9347629547119141,0.3753987169265747,0.6246012830734253,0.7649592351913452,0.46613847970962524,0.8962356567382812
6,0.24259778439998628,0.7574014765024185,0.8578264939785004,0.588627935051918,0.9324795913696289,0.48251546621322633,0.5174845337867737,0.6729926609992981,0.3765439486503601,0.8837052917480469
7,0.2221585750579834,0.7778407520055771,0.8726143580675125,0.6001755279302597,0.9385123443603516,0.8929375457763672,0.10706245422363281,0.19139777898788451,0.09570113658905029,0.3178961181640625
8,0.19612374365329743,0.8038754850625992,0.8897292065620422,0.6177690577507019,0.9453120803833008,0.7789864087104797,0.22101359128952025,0.36125289916992187,0.1806264591217041,0.2583245849609375
9,0.1878510844707489,0.8121481764316559,0.8942724680900573,0.6240117436647415,0.9472080993652344,0.6203007245063782,0.3796992754936218,0.5477365756034851,0.2860173869132996,0.6477409362792969
10,0.19918541133403778,0.8008137905597686,0.8877648383378982,0.6189356064796447,0.9444912719726563,0.7794845819473266,0.22051541805267333,0.3605409002304077,0.18027044773101808,0.24783050537109375
11,0.1813363713026047,0.8186627864837647,0.8985991752147675,0.6305842500925064,0.9489485549926758,0.5252356433868408,0.4747643566131592,0.6421543669700622,0.3905571174621582,0.7622698974609375
12,0.1601761519908905,0.8398230922222137,0.9114386308193206,0.6470050370693207,0.9539153289794922,0.5620523858070373,0.43794761419296263,0.6038218569755555,0.38233824968338015,0.7381379699707031
13,0.1380859100818634,0.8619131445884705,0.9247292315959931,0.6662668180465698,0.9598063278198242,0.38515817642211914,0.6148418235778809,0.7582590961456299,0.49460300445556643,0.9101005554199219
14,0.11552196741104126,0.8844772189855575,0.9383062893152236,0.6830586278438568,0.9652864837646484,0.7463256335258484,0.2536743664741516,0.4034674048423767,0.20173722982406617,0.37398941040039063
15,0.10504852771759034,0.8949505394697189,0.944217843413353,0.6908702492713928,0.9677629852294922,0.10172954559326172,0.8982704544067383,0.9461776185035705,0.6946886992454528,0.9681944274902343
