epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.5586749222874642,0.4413260689377785,0.5951566401124001,0.49811809211969377,0.8738640975952149,0.6887037014961243,0.31129629850387575,0.47333123326301574,0.247579687833786,0.5504590606689453
2,0.27539721310138704,0.7245881727337837,0.8378760811686515,0.6369998094439506,0.9321366310119629,0.2501272976398468,0.7498727023601532,0.8549612188339233,0.6454049026966096,0.93762939453125
3,0.2166616666316986,0.7833252400159836,0.876717217862606,0.6557053044438362,0.9427658081054687,0.20400864601135255,0.7959913539886475,0.8855329096317291,0.6535925281047821,0.9448484802246093
4,0.1737578734755516,0.8262343019247055,0.9039289653301239,0.6747994497418404,0.9531076240539551,0.5611447751522064,0.4388552248477936,0.608946031332016,0.3243350338935852,0.7356119537353516
5,0.18071817725896835,0.8192773142457008,0.8993905854225158,0.6685669282078743,0.9506742858886719,0.2697203016281128,0.7302796983718872,0.83959064245224,0.6233945345878601,0.93270751953125
6,0.15231701135635375,0.8476795527338982,0.9167718049883843,0.6820360934734344,0.9577595710754394,0.13568489670753478,0.8643151032924652,0.9268666863441467,0.6921442151069641,0.9624718475341797
7,0.12491417199373245,0.8750829499959946,0.9330580076575279,0.694772701561451,0.9642004013061524,0.113619886636734,0.8863801133632659,0.9395587515830993,0.7017098164558411,0.9671583557128907
8,0.10803440302610397,0.8919631460309029,0.9426965147256852,0.7020447283983231,0.9678726005554199,0.10899539232254028,0.8910046076774597,0.9422793900966644,0.6997762954235077,0.9678754425048828
9,0.10051271498203278,0.8994851741194725,0.9469061627984047,0.7050847411155701,0.9695683097839356,0.3369615113735199,0.6630384886264801,0.7958868336677551,0.5752098047733307,0.9029115295410156
10,0.09921796321868896,0.9007800027728081,0.9476373714208602,0.7052041459083557,0.9697044563293457,0.19732337355613708,0.802676626443863,0.8898409843444824,0.6648819816112518,0.9451236724853516
11,0.08519005447626114,0.9148080003261566,0.9553843227028846,0.7115247473120689,0.97273832321167,0.0780358624458313,0.9219641375541687,0.9593308639526367,0.716236629486084,0.9746856689453125
12,0.0756606313586235,0.9243375471234322,0.9606002950668335,0.7160872891545296,0.9747356224060059,0.07831299185752869,0.9216870081424713,0.9591715478897095,0.7167002022266388,0.9744921112060547
13,0.07058113753795624,0.9294172170758247,0.9633479243516923,0.7183204233646393,0.9757270431518554,0.0697418475151062,0.9302581524848939,0.9637970626354218,0.720028406381607,0.9761862182617187
14,0.06756505966186524,0.9324330881237983,0.9649581530690193,0.7196798804402351,0.9763432884216309,0.06306197404861451,0.9369380259513855,0.9674042844772339,0.7221333110332488,0.9774506378173828
15,0.06343258053064346,0.9365656223893165,0.9671816754341126,0.721729288995266,0.9772022247314454,0.06009012818336487,0.9399098718166351,0.968987500667572,0.723724524974823,0.9780682373046875
