epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.7632416921357313,0.2367571547627449,0.35594906074305377,0.3260751195251942,0.8899109125137329,0.619376140832901,0.380623859167099,0.5331340303023656,0.41562307874361676,0.9308163324991862
2,0.6814985435456038,0.31850030335287255,0.45618669788042704,0.3801255968709787,0.9317342837651571,0.765557274222374,0.23444272577762604,0.36618645042181014,0.2806766405701637,0.8345408121744792
3,0.6464138947427273,0.35358507360021274,0.4950873283048471,0.39538406853874525,0.9374366203943888,0.7678443382183711,0.2321556617816289,0.3519830614328384,0.25838961948951084,0.9436733881632487
4,0.6217682797461748,0.3782308301577965,0.5197414737194777,0.40764072152475517,0.9418043772379557,0.6232748577992121,0.37672514220078784,0.5224341998497645,0.3935490041971207,0.9457704861958821
5,0.6154521949589252,0.3845467880368233,0.5270822962125142,0.4103339673330387,0.9431077718734742,0.5464226841926575,0.4535773158073425,0.6018735860784848,0.4655638262629509,0.9412553151448567
6,0.5938869039217631,0.40611210217078525,0.5498953856527805,0.4254465733965238,0.9465949058532714,0.8749137982726097,0.1250862017273903,0.20594292581081391,0.14937487443288167,0.9384884198506673
7,0.5962362663199504,0.4037628232191006,0.5466414091487726,0.42399333032468955,0.9476382255554199,0.5812275429566701,0.4187724570433299,0.5659322972098987,0.42091614653666815,0.9508970260620118
8,0.5697789213309685,0.43022016286849973,0.5720141585916281,0.4371166702359915,0.9498278935750325,0.8417768205205599,0.15822317947944006,0.2636588210860888,0.13836553394794465,0.6782546679178874
9,0.5790568113327026,0.4209423515945673,0.5637584881236156,0.43006974967817463,0.9500633001327514,0.8500085537632306,0.14999144623676935,0.25281775345404944,0.12887336909770966,0.6530649185180664
10,0.5354629738877217,0.46453604387740294,0.5998991089562575,0.4614231316993634,0.9556830326716105,0.4791718155145645,0.5208281844854354,0.6630508482456208,0.48834607551495235,0.9586443265279134
11,0.5049924336373806,0.4950064773360888,0.6335658011337121,0.4853992952654759,0.9592887401580811,0.477460490167141,0.522539509832859,0.6619916205604871,0.47639203270276387,0.9582254409790039
