epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.8141118943691253,0.18588801532983779,0.3130694302916527,0.31289779633283615,0.3356757545471191,0.8013867914676667,0.19861320853233339,0.33084482192993164,0.3045050144195557,0.199241943359375
2,0.793775771856308,0.20622490644454955,0.3413919532299042,0.29953060775995255,0.1989533042907715,0.7872445261478425,0.2127554738521576,0.3502159070968628,0.30098037838935854,0.199241943359375
3,0.7721685326099396,0.22783090889453889,0.3703319570422173,0.32809086084365846,0.23168611526489258,0.755942256450653,0.24405774354934692,0.3917876183986664,0.35502309679985045,0.5307923889160157
4,0.6394087761640549,0.3605916240811348,0.5250564885139465,0.46827668994665145,0.9070661544799805,0.5466361832618714,0.45336381673812864,0.623403115272522,0.5256122326850892,0.8892557525634766
5,0.407587593793869,0.5924103492498398,0.741344918012619,0.5956141769886016,0.926545467376709,0.4193528926372528,0.5806471073627472,0.7334827780723572,0.5794419431686402,0.8945506286621093
6,0.2925416222214699,0.7074593019485473,0.8270392492413521,0.6415167847275733,0.9385061073303222,0.3154660165309906,0.6845339834690094,0.8117737400531769,0.6250012576580047,0.9213365173339844
7,0.23486341059207916,0.7651308104395866,0.8658187758922576,0.6630754724144936,0.9472483253479004,0.27479148507118223,0.7252085149288178,0.8399644458293914,0.642795181274414,0.9283533477783203
8,0.22189690113067628,0.7781046533584595,0.8737506178021431,0.6662095353007317,0.9473425674438477,0.5540336358547211,0.4459663641452789,0.6160733425617217,0.47031898736953737,0.757783203125
9,0.19844056338071822,0.8015569844841957,0.8886376938223839,0.6750065472722053,0.9512103843688965,0.1885612428188324,0.8114387571811676,0.8956505453586578,0.6796278393268586,0.9519276428222656
10,0.16503441959619522,0.8349570617079735,0.9093358361721039,0.6885644543170929,0.9586138534545898,0.2052437734603882,0.7947562265396119,0.8853693175315857,0.6717100787162781,0.9456838226318359
11,0.14735919266939163,0.8526418021321297,0.9198340594768524,0.6953155198693275,0.9620200347900391,0.513073844909668,0.48692615509033205,0.6536660933494568,0.5174948751926423,0.8869436645507812
12,0.12640327990055084,0.8736073780059814,0.9322148755192756,0.7039160075783729,0.9665542411804199,0.12348701119422913,0.8765129888057709,0.9341079115867614,0.7054746389389038,0.9670181274414062
13,0.11690743386745453,0.8830637088418007,0.9376469278335571,0.7076654288172722,0.968469009399414,0.16686809301376343,0.8331319069862366,0.9086480081081391,0.6875602328777313,0.9551319122314453
14,0.10530248403549194,0.8947333413362503,0.9442357942461967,0.7122450256347657,0.9709222030639648,0.11156825184822082,0.8884317481517792,0.9408239579200744,0.7099414920806885,0.9691811370849609
15,0.09556909024715424,0.9044687494635582,0.9497071197628975,0.7160045051574707,0.9730403900146485,0.09634938001632691,0.9036506199836731,0.9493115890026093,0.7155926346778869,0.9725489044189453
