epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.9321232355857382,0.06787677677310243,0.12068584850856236,0.080079063760991,0.37212493117974726,0.9313461250620992,0.0686538749379007,0.12221633094753372,0.06662845300422407,0.38322459727671565
2,0.9310730221320171,0.06892685554465469,0.12275317904900532,0.06674374307904925,0.38415797486597175,0.9315896169396443,0.06841038306035575,0.12179344270202114,0.06490884733433436,0.3628844198744993
3,0.9311305575224817,0.06886906920647135,0.12243763220553495,0.06578637393153444,0.3710506906314772,0.931371093185263,0.06862890681473699,0.12216993996214127,0.06529075354580778,0.37833729595383464
4,0.9310809433460235,0.06891874398503985,0.12246783504680711,0.06611644615932387,0.38342905317034043,0.9314518877188105,0.06854811228118947,0.12204751843923846,0.06545552421744068,0.3695094351083964
5,0.9310654573537865,0.06893420015062604,0.12268835106674505,0.06644127364061317,0.3764404063322106,0.9313810190602189,0.0686189809397811,0.12214918753062337,0.06566428642288506,0.37723199617220954
6,0.9310532790300797,0.06894622235882039,0.12243116152529814,0.06609403795125533,0.37817250621562104,0.9313595344541902,0.06864046554580987,0.12221185136191413,0.06674263605674756,0.37755983202531324
