epoch,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy
1,0.8207774734497071,0.1792224359512329,0.3036027389764786,0.3087096256017685,0.36256191253662107,0.8079015111923218,0.1920984888076782,0.32203068256378176,0.296109082698822,0.20252212524414062
2,0.8032976597547531,0.19670239508152007,0.32837474703788755,0.27780113577842713,0.2012891387939453,0.7976723098754883,0.2023276901245117,0.33625354528427126,0.2631716275215149,0.20252212524414062
3,0.794955106973648,0.20504483222961425,0.3397138875722885,0.25208454132080077,0.2012891387939453,0.7881788229942321,0.21182117700576783,0.3492481255531311,0.25210289478302,0.20252212524414062
4,0.7817165285348893,0.21828200459480285,0.35767251789569854,0.2615427041053772,0.2012891387939453,0.7847547245025634,0.21524527549743652,0.35389689445495603,0.24663508653640748,0.20252212524414062
5,0.7006589865684509,0.2993403518199921,0.45445800065994263,0.38668766677379607,0.5201454925537109,0.6492594695091247,0.3507405304908752,0.5161722207069397,0.46303778648376465,0.8644328308105469
6,0.33264467120170593,0.6673539686203003,0.7968613940477371,0.6212287038564682,0.9235465240478515,0.2567492699623108,0.7432507300376892,0.8524532794952393,0.6524760341644287,0.9370742797851562
7,0.20955587506294251,0.7904429775476456,0.8824903649091721,0.6690785139799118,0.9471187591552734,0.20204872131347656,0.7979512786865235,0.8872559261322022,0.670922019481659,0.9496559143066406
8,0.17102857947349548,0.8289743834733962,0.9062916326522827,0.6830156689882279,0.9550315093994141,0.1654180932044983,0.8345819067955017,0.9096949481964112,0.6848510026931762,0.9540020751953125
9,0.15888493716716767,0.8411112701892853,0.9135028034448623,0.6867542767524719,0.9573165512084961,0.15346407890319824,0.8465359210968018,0.9168080806732177,0.689903552532196,0.9581275939941406
10,0.15344081342220306,0.8465607887506486,0.916667338013649,0.6880956196784973,0.958187484741211,0.15541143894195555,0.8445885610580445,0.9156231713294983,0.686377408504486,0.9557524108886719
11,0.13993255257606507,0.8600766855478287,0.9246153938770294,0.6937314927577972,0.9612594223022461,0.1340508508682251,0.8659491491317749,0.9280489945411682,0.695668387413025,0.9621139526367187
12,0.12938981294631957,0.8706128114461898,0.9306353956460953,0.6979677885770798,0.9636414337158203,0.13782016515731813,0.8621798348426819,0.9258240413665771,0.6934708571434021,0.9624908447265625
13,0.12441495656967164,0.8755523663759232,0.9335294526815414,0.6997829157114029,0.9647217178344727,0.11698649644851684,0.8830135035514831,0.937807834148407,0.7035224056243896,0.9666654968261719
14,0.11709344804286957,0.8828717619180679,0.9376813423633575,0.7027515888214111,0.9664265823364258,0.11044325351715088,0.8895567464828491,0.9414776349067688,0.7061176943778992,0.9677670288085938
15,0.1123965847492218,0.8875819909572601,0.9403173559904099,0.704804025888443,0.9673846817016601,0.11224690198898316,0.8877530980110169,0.9404671216011047,0.7049574685096741,0.9675814819335937
