fold,training secs,epochs,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy,train_loss,train_iou,train_dice,train_dice crossentropy,train_accuracy
0,593.628566899919,25,0.6814187874396642,0.3185812125603358,0.4813009902834892,0.2406504943966865,0.2910177230834961,0.6817727288852136,0.3182272711147865,0.4809969422717889,0.2404984708875417,0.290757139523824
1,595.1700555999996,25,0.3329049125313759,0.6670950874686241,0.7969661146402359,0.398681100209554,0.8490742683410645,0.3314435998598734,0.6685562703758479,0.7978622281303008,0.3991428044935067,0.8488055467605591
2,601.3820850999327,25,0.3909720733761787,0.6090279266238212,0.7544557347893714,0.377236953874429,0.8258568127950032,0.3951896759370962,0.6048103212068479,0.7510580675055584,0.3755399769792954,0.8255571524302164
3,601.0064195999876,25,1.0,0.0,0.0,0.0,0.6613735516866048,1.0,0.0,0.0,0.0,0.6590689738591512
4,623.2481107000494,25,0.4035994236667951,0.5964005763332049,0.7434145157535871,0.37232935974995296,0.8194181124369303,0.39905541352927687,0.6009444922208786,0.7479554581145446,0.37487697874506315,0.820924703280131
