Unnamed: 0,seed,binary codification,max layers,max convs per layer,layers,training secs,epochs,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy,num_parameters,flops,val_iou_bin,gradnorm,synflow,RN,NTK
267,269,AAAAAAAAAAAAAAAAAAAD3EABLQAAVBQABKARSRI_192,4,2,2,41.45442659989931,15,0.7929148840904235,0.2070851159095764,0.3426249802112579,0.2105903899669647,0.1991863250732422,5832,130564096.0,0,0.035156454890966415,-212252.17675953836,0.0,-440.1138610839844
487,489,AAAAAAAAAAAAAAAAANCRGEORYIAAFMQAGBT7BQQ_192,4,2,2,65.67305759999726,15,0.7448514559864998,0.2551487657427788,0.4056996774673462,0.2134665659070015,0.3908228302001953,2899,174567424.0,0,0.1018669530749321,-382956.2092704773,0.0,13153785.0
598,601,AAAAAAAAAAAAAAAAAAADK4I7HQABRZUZGIAAA4I_192,4,2,2,86.1368626419935,15,0.798130966424942,0.2018690335750579,0.335370647907257,0.1902184689044952,0.1951323699951171,16368,470974464.0,0,0.04275713115930557,-201355.7513064202,0.0,-1773.638671875
533,535,AAAAAAAAAAAAAAAAAE2SBMAATQYIHZWZXJGVZBA_192,4,2,2,48.90214654999727,15,0.7564670395851135,0.2435329604148864,0.3908531153202056,0.2355751323699951,0.3621031188964844,13352,513052672.0,0,0.05306794121861458,-88390.39903897572,0.0,15533679.0
417,419,AAEXIAA7BYBIR6UGXAAHCPYAO37MUFTZDIQABNA_192,4,2,4,101.79445579999992,15,0.7948755177855492,0.2051188099384308,0.3398362708091735,0.1838186448812484,0.197929573059082,266240,614506496.0,0,0.0105351647362113,-374916.09375,0.0,8914463.0
612,615,AAAAAAAAAAAAAAAAADZSL4JRIYQY5FUCBBAACNQ_192,4,2,2,49.17578472099558,15,0.7904332482814789,0.2095667517185211,0.3459453725814819,0.1779008841514587,0.2019179534912109,56717,639877120.0,0,0.28223171830177307,-177.02227783203125,0.0,-30662.064453125
297,299,AAAAAAAAAAALTLQ2EU3WKUAA2EAAIMUBH2QADTA_192,4,2,3,137.40202730009332,15,0.7109089577198029,0.2890910422801971,0.4478059613704681,0.2330110692977905,0.4855263519287109,46770,979696640.0,0,0.4666924476623535,-9082949.313842773,0.0,89511088.0
407,409,FV4FYAGTAABZRAAFUAAFB4KUWOAA5IQAEBSBKFY_192,4,2,4,376.4600335,15,0.7942452728748322,0.2057626530528068,0.3406785407662391,0.1928757840394973,0.1989757347106933,99696,1132838912.0,0,0.03869723528623581,-206856.57392334007,0.0,-1328.24658203125
696,700,AAAAAAAAAAAAAAAAAAAMZEPQ6OLMXPWGDDQUJNI_192,4,2,2,79.99645618300008,15,0.7898711431026458,0.2101288568973541,0.3467830383777618,0.1841621625423431,0.1997586059570312,29937,1148076032.0,0,0.09161272644996643,-313545.248046875,0.0,11784993.0
214,216,AAAAAAAAAAAAAAAAAAAMIM6B3QRIIDRYBOOB3QY_192,4,2,2,77.35798390000127,15,0.7976138126850129,0.2023861873149871,0.3359657561779022,0.1899389719963073,0.1955792236328125,82269,1536491520.0,0,0.059291135519742966,-196521.20861816406,0.0,25786512.0
362,364,AAAAAAAAAAAAAAAAAAAMAEABIMAA4DQABCZADVI_192,4,2,2,48.29305530000056,15,0.1950412830710411,0.8049566781520844,0.8905908158421516,0.6461117690801621,0.946852569580078,4277,118030336.0,1,0.16859006881713867,-4257170.366655078,0.0,-6650.68701171875
409,411,AAAAAAAAAAAAAAAAAAAFBEADCIAANYVYBCQABTA_192,4,2,2,56.12665430000016,15,0.3061876434087753,0.6938117733597755,0.8170574608445168,0.5440732422471046,0.917320442199707,4203,171266048.0,1,0.11943989247083664,-25164670.095015764,0.0,-4112.41015625
699,703,AAAAAAAAAAAAAAAAACJEDUAAOWJMLMQACCXRATA_192,4,2,2,47.36351809300004,15,0.3648769688606262,0.6351230311393737,0.772187875509262,0.5673810875415802,0.9009127044677734,9105,216358912.0,1,0.061251744627952576,-26736.436861127622,0.0,-25.104440689086914
862,866,AAAAAAAAAAAAAAAAAAABDUABA4AARJVYHJBUBMI_192,4,2,2,34.79123694000009,15,0.1705610275268554,0.8294389724731446,0.9060847043991088,0.6707533180713654,0.9528353118896484,12485,307298304.0,1,0.34504255652427673,-7109511.24178946,0.0,-679.0877075195312
977,981,AAAAAAAAAAAAAAAAAAACLU2TGQFGJMVABCQADAY_192,4,2,2,73.73181700799978,15,0.2632252478599548,0.7367747521400452,0.8459044504165649,0.6016289663314819,0.9294474792480468,7856,484311040.0,1,0.08560295403003693,-3778423.0551376343,0.0,-55.11336135864258
301,303,AAAAAAAAAAAAAAAAAAAGDESTYYJMHKRBFBYADPA_192,4,2,2,132.7284594999801,15,0.1976675224304199,0.80233247756958,0.8885371279716492,0.5968523490428924,0.9468328857421876,10332,663236608.0,1,0.7340591549873352,-299868895723588.0,0.0,-260.64501953125
816,820,AAAAAAAAAAAAAAAAANIWDEAAY6FIHZWKDGDRRTA_192,4,2,2,65.60479903700616,15,0.3775817799568176,0.6224182200431824,0.76279718875885,0.5744112706184388,0.8996743011474609,10201,664657920.0,1,0.09281252324581146,-280655.6434440086,0.0,-7878.671875
87,88,AAAAAAAAAABIBAALUAACZVCUSOEFQFQABGCNOMI_192,4,2,3,56.64777181699901,15,0.161022367477417,0.8389776325225831,0.9119320666790008,0.6780227959156037,0.9565702056884766,488684,1073209344.0,1,0.18456007540225983,-139458343.1513672,0.0,-97.02312469482422
544,547,AAAAAAAAAAAAAAAAAAAHKEABDSNA4NQAH2AAD4I_192,4,2,2,56.96690050799225,15,0.1665310060977936,0.8334689939022064,0.9089818096160888,0.6928063344955444,0.9640117645263672,29391,1161166848.0,1,0.034068163484334946,-214626.39553722745,0.0,-34.574764251708984
142,143,AAAAAAAAAAAAAAAAAAABB4AA6UAAPNTKEY6BLQQ_192,4,2,2,50.38969956099754,15,0.191671587228775,0.808328412771225,0.8923104250431061,0.6628231239318848,0.9468839263916016,26553,1365434368.0,1,0.3426671326160431,-204694.56046226202,0.0,-87.64777374267578
325,327,AAAAAAAAAAAAAAAAAFZSCEAAYMAAEGQAGLDNLMA_192,4,2,2,41.32500790001359,15,0.1002516889572143,0.8997483110427856,0.947007794380188,0.7037297511100769,0.969011688232422,5644,215515136.0,2,0.04361977428197861,-465976.2965629967,0.0,-1946.7603759765625
237,239,AAAAAAAAAAAAAAAAAAACI4KUO2ABUZQADBI5ONA_192,4,2,2,73.49032279988751,15,0.1124905180931091,0.8875094819068908,0.940159637928009,0.6986320531368255,0.9663138580322266,45464,649986048.0,2,0.029805703088641167,-15517.705600902438,0.0,-16.25096893310547
72,72,AAAAAAAAAAAAAAAAAAAF6F6NIUABQJQAHGDV2RY_192,4,2,2,63.92484198400052,15,0.1022148311138153,0.8977851688861846,0.9459429156780242,0.7025657629966736,0.9689034271240234,38881,938393600.0,2,0.5064756870269775,-758281.5127729401,0.0,-112.86125946044922
