id,gradient,synflow,iou,dice,accuracy,dice crossentropy
78_APZV2RXJQ7GVSGUMXOF4G45J4BJXJUQ_146,12.694474251,11.4933507492,0.2498430013656616,0.4305191040039062,0.1457868218421936,0.2881339788436889
79_PT6GPONO6RCURWITRUMZC_104,14.7118040716,7.9074556702,0.261298656463623,0.4475181102752685,0.162488043308258,0.2993232011795044
80_I56VPIGOBR3N42VCR5CHC_104,13.5318966161,10.8012899072,0.2594932317733764,0.4399275779724121,0.1461455821990966,0.2976216673851013
81_AD3PDCVSXLA7OQVGNGE4EXPCPJJNWBI_146,12.7583834239,8.859366709,0.2879676818847656,0.4841246604919433,0.2028459906578064,0.3266133069992065
82_ACYVOYRBAASJABRILDGF6SW2NDSQLQI_146,11.5959483189,14.0238312921,0.2615467309951782,0.4489966630935669,0.1637436151504516,0.29953533411026
83_AGA42XV2PLTRJSXOTCOHGNRCW6X46MI_146,14.4619812047,8.1833010999,0.3556250333786011,0.5325255990028381,0.1880779266357422,0.388806939125061
84_GRKCBLFZT5PRD2VWIHB3G_104,12.6097747421,12.0964026839,0.2557821869850158,0.4392898082733154,0.1524633169174194,0.292874813079834
85_AB653JUDNFWQW3XY5ACVCD5KX2LEPXA_146,13.242035849173783,10.69126392824206,0.2674726247787475,0.4521729350090027,0.1588608026504516,0.3054100275039673
86_KH4MOOUOKPCEDYYQLQCXI_104,15.441739016910777,11.576353946413512,0.2669048309326172,0.4475452899932861,0.1656967401504516,0.2958815693855285
87_AB3H6LDO4X2BYZ4CXAEHEXRBGC6FSVQ_146,13.090667193839858,7.824831834828242,0.2660660743713379,0.4301943778991699,0.1833147406578064,0.2602695226669311
88_AFCWAOA3PIPXKU4B725T4B7CCB65LUI_146,14.218103879772007,9.565309975930155,0.2560477256774902,0.4384332299232483,0.1510682106018066,0.2939893007278442
89_JSGRVYDLQVOU57RCJ7I4O_104,13.005706379404517,12.031256911936412,0.2789745926856994,0.4667576551437378,0.1877591013908386,0.3088733553886413
90_ABBRCXHBMESMOGUOFH4N3S4CD3RFLVA_146,14.32619882229689,15.102451187632637,0.2772727608680725,0.4632819294929504,0.1669124364852905,0.3153460025787353
91_LUEQ7AF3WQJDDGVIZUGF2_104,14.222013294216776,11.134716525245809,0.2549223303794861,0.4379026889801025,0.1511479616165161,0.2918299436569214
92_AFIEKY4ZUJOYOEVCUJPU6B5LC2CMDVA_146,13.177748887245,9.060791992201356,0.2745383977890014,0.4435582160949707,0.1211535334587097,0.3123797178268432
93_ANDBJ3FSPAIBIE4IMJYNKVTIG6RAOHA_146,13.509843130975469,31.912071394662664,0.2537856101989746,0.4243930578231811,0.1259765625,0.2876660227775574
94_O5H47OVA2RPRPCISVRNQK_104,14.88924101197398,11.331281615980457,0.2560728192329407,0.4272210597991943,0.1590601205825805,0.2713589668273926
95_AEG6D7UCAVSXWCY2VDFSOCHABDXQK5I_146,14.191732299909036,9.7773988185945,0.2567342519760132,0.4178600907325744,0.1670719385147094,0.2501975297927856
96_D4I5CZD22TITESRK3VPZ2_104,13.363325039143463,10.784732948474774,0.2721399068832397,0.4519259333610534,0.1624481678009033,0.3021767139434814
97_AHJVZRNBAQIQSAE33MFXMR6J4B6FQVQ_146,13.63097845972288,9.796176133366863,0.3559422492980957,0.53419029712677,0.1890146732330322,0.3902832269668579
98_AGJCAY5SU5SJSQFJXMNVIVV2P3CUXQY_146,13.4965196904263,15.237709382342606,0.2690937519073486,0.4589788913726806,0.1720144748687744,0.3059395551681518
99_6XD5TZ4ZAXBRBXTIMZDXA_104,13.454780259321913,8.519423514894731,0.2636873722076416,0.4270919561386108,0.1730508804321289,0.257685124874115
100_EVGB5DOOIVDM7W7CC5IIO_104,15.914171284712143,13.010835619453712,0.2278980612754821,0.3791894912719726,0.1240832209587097,0.2171476483345031
101_AGOXK2E7BVWMSTYAQ3ICMEO3BZHBP4I_146,15.139674030604963,13.591061623758431,0.2361847162246704,0.3905903697013855,0.1303611397743225,0.2264442443847656
102_AOLH27VQQDQEOHQE4B6RMHFLUYTU3MQ_146,14.660802693944706,13.160100538715495,0.2252018451690673,0.390640377998352,0.1135004758834838,0.2633072137832641
103_E45SCJEB6QO4DYNXXTFRE_104,14.166742616238553,12.22307831965388,0.2668520212173462,0.4441640377044678,0.1659159660339355,0.2903428077697754
104_3T3WPOCKREARNZRWW3C5Y_104,14.746823587977136,10.461620098154178,0.2575308084487915,0.4424768686294555,0.1570472121238708,0.295404314994812
105_DVHSWBUD3MAQQYFOOZAIA_104,12.728514909104938,12.052221374000776,0.276646614074707,0.4497194290161133,0.1907684803009033,0.2821223735809326
106_ANCEOSNBB5JXC4IO3LN5OV6DGLDHLAQ_146,13.746848279146972,34.52909166218593,0.2944065928459167,0.4933978319168091,0.2093430757522583,0.3324039578437805
107_FQDSXDMAHV3HMYVIQEMLY_104,13.182631818148757,13.412598126503031,0.2699213027954101,0.4382878541946411,0.1814811825752258,0.2696810960769653
108_NSEXHKHAW7LQMIVGDQC7M_104,13.046773817857227,13.21309022887882,0.2564765214920044,0.4356002807617187,0.1546555757522583,0.2876603603363037
109_AOISCTF25B6DYQNOHKIFI54OX3DRLNY_146,13.87702666464291,11.678155037665531,0.2655337452888489,0.4539402723312378,0.1667131781578064,0.3029094934463501
110_ADYFDWXCNTRXWQPHX2GGEHNZXKYR77I_146,14.385582630773316,22.214244542997218,0.2823076248168945,0.4772012829780578,0.1911072731018066,0.3205796480178833
111_AMDBBOF2BJQL3RTCPKMSKBFGPI2NDAY_146,13.624462409992228,12.359743790756234,0.2759374380111694,0.4533660411834717,0.1804249286651611,0.2938261032104492
112_APBGKBQ3M4WLY2QGVEEANTF6TAOUTUQ_146,12.910549774140614,10.719082998099866,0.2496208548545837,0.4262952804565429,0.1331313848495483,0.2877575159072876
113_AFAEJYUB7IJQ63YPUY5XDUHJSCIUS5I_146,13.411944270953748,9.496652145645715,0.2748191356658935,0.4629294872283935,0.1801857352256775,0.3075928688049316
114_AF2RG6RXR5Q7PWFOL3P5KGFA7DS5QXA_146,14.458769049322044,12.118911910796324,0.2836810350418091,0.4793604612350464,0.1935786008834839,0.3218895196914673
115_E45WVLRGRBSE327QMEB7I_104,14.381647252782772,8.213587019041201,0.3183290362358093,0.5196393728256226,0.2368861436843872,0.3558321595191955
116_JSI5HGT27BB45RR2I4CXM_104,14.026226201765414,10.720131535580409,0.2644367814064026,0.4417794942855835,0.1673309803009033,0.2865603566169739
117_6C65P3CDXFSMVWFCG4JZ2_104,15.082671237340868,18.24222792991313,0.2780252695083618,0.4723248481750488,0.1871412396430969,0.3160328865051269
118_YWEEGLH66XHML67LRVOZI_104,14.166576236849432,7.328878568178753,0.2691655158996582,0.4493046402931213,0.1444913744926452,0.3071369528770447
119_AGYOBBDA5FYPYLQPUY4NMHOOP6T5LMA_146,13.932211675224632,14.580837459939689,0.2626413702964782,0.4499986171722412,0.1630061864852905,0.300722599029541
120_AF3UGR5DQ5KHZQ4EN3LUN4FDVZD4ZPI_146,13.771609870796222,10.551102055403453,0.2708318829536438,0.4611007571220398,0.1761997938156128,0.3070329427719116
121_AND6CAXPM3Y7G2NYLO3UHU6BTAKFBMA_146,15.255120423675717,36.0558442218357,0.2636229991912842,0.4489954710006714,0.1648796200752258,0.3020751476287842
122_ZV5RF36JCB3VF2URV4I5G_104,14.204700609575893,7.680130081517736,0.2590126395225525,0.4209259152412414,0.1662946343421936,0.2524738311767578
123_AO6XODQ6MVY3I5QBYJ3SCSRIB2OV65Q_146,14.9969551213817,8.07464352640069,0.2501505613327026,0.4090957045555115,0.1547154188156128,0.2427839040756225
124_DQLUW2PDO5Z7HO5YIUKNO_104,14.128770186694084,13.178085058248644,0.2363851070404052,0.3908643722534179,0.1335100531578064,0.2266685962677002
125_AG6BZDXBE4TX2YZLYBPVKWRLVLSDJVI_146,13.757691013861162,10.780948363637712,0.2521610260009765,0.4226604700088501,0.1509885191917419,0.2676215767860412
126_2EEUDBNLZA35IOAYOM2LK_104,13.678900932438424,27.1650667250708,0.2627227902412414,0.4425659775733948,0.1463648080825805,0.3003201484680176
127_6T45XBRC2V7TDDXGA4N5O_104,14.7795076287862,9.853631341825322,0.351763367652893,0.5126100182533264,0.1515665054321289,0.3772494792938232
128_P5CCC3W6SQZBAI7C67AZM_104,11.865727042099705,8.769480941438736,0.2660034894943237,0.4358590245246887,0.1744459271430969,0.2731465697288513
129_KDICV6H3DXHEH2NI64MQ2_104,14.049032962164356,11.482072655549905,0.2628766894340515,0.4442206621170044,0.1568678021430969,0.2982755899429321
130_AHLXAZVDPNLTZXTYXL4BYQWA7KRMXTI_146,13.924542637674216,7.8573348585912015,0.2674074172973633,0.4567396640777588,0.1691645383834839,0.3048443794250488
131_H5ZUSZ7AZBZEI3XYDZMNA_104,14.187922030676193,12.684584701795602,0.2450644969940185,0.3785193562507629,0.0299545526504516,0.2822244167327881
132_3UL4MY56KN2RTYH7QREEE_104,14.724426361786652,12.381960398683145,0.2476195693016052,0.4136366844177246,0.1120057106018066,0.2834042310714721
133_AE2HZI52MQXTS4ZYUDECNVWCV2XBXEI_146,13.600389583301297,8.306322891630353,0.2225934267044067,0.3715072870254516,0.1212731003761291,0.212116003036499
134_3UOCD2TAGR2F4WZOZQP7C_104,13.818388911527308,11.433442158094552,0.2690838575363159,0.4567892551422119,0.1667330861091613,0.306912899017334
135_AN2XIGFXNZGE2STJTG4ECNCZSJDADQQ_146,15.458240296229029,12.746485863598942,0.2705773115158081,0.458261489868164,0.1834143996238708,0.3033152818679809
136_AM3PZDQY4PA5GZUGTJ55ZSM36BPRAQA_146,14.195967639160866,10.241713412491118,0.2646998167037964,0.4405011534690857,0.129284918308258,0.3017706871032715
137_5WPW46ND7HG7BG5AYIYRC_104,15.271998902280892,11.55244894178116,0.2796084880828857,0.4684937596321106,0.1906290054321289,0.3096708059310913
138_AD66KSTDBV6ZG54ZXY7SZ4C6SKKVSVY_146,14.457794351713163,11.460905426304858,0.2532680034637451,0.4364851713180542,0.1498724222183227,0.2916678190231323
139_ABDMLJV3FV63WU4MLMM54CH66JXNSRQ_146,13.659339453035464,11.404696429317772,0.2686804533004761,0.459337830543518,0.1730110049247741,0.3069853782653808
140_KXEFSDHJC4XMDAZIJVIIM_104,12.93660171021001,9.88594820778578,0.25137221813201904,0.4183650016784668,0.15098851919174194,0.26904618740081787
