,real_codification,n_params,val_iou
299,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.09, 0.01, 0.12, 0.51, 0.01, 0.57, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.01, 0.45, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.68, 0.45, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.68, 0.68, 0.51, 0.34, 0.34, 0.34, 0.26, 0.01, 0.68, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.34, 0.34, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.01, 0.9]",[5984795.0],0.8337266524632772
300,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.93, 0.34, 0.9, 0.26, 0.34, 0.68, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.68, 0.45, 0.01, 0.51, 0.34, 0.23, 0.68, 0.34, 0.57, 0.68, 0.09, 0.68, 0.01, 0.76, 0.68, 0.45, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.34, 0.34]",[602992.0],0.8912923316160838
301,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.34, 0.01, 0.68, 0.84, 0.01, 0.34, 0.59, 0.34, 0.12, 0.51, 0.76, 0.34, 0.68, 0.93, 0.01, 0.57, 0.68, 0.93, 0.34, 0.57, 0.09, 0.34, 0.79, 0.01, 0.76, 0.68, 0.34, 0.34, 0.34, 0.34]",[7404457.0],0.9025874142845473
302,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.34, 0.68, 0.79, 0.51, 0.34, 0.23, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.34, 0.9, 0.01, 0.59, 0.34, 0.9, 0.51, 0.01, 0.12, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.34, 0.01, 0.76, 0.68, 0.79, 0.68, 0.68, 0.01, 0.68, 0.93, 0.01, 0.68, 0.76, 0.01, 0.68, 0.01, 0.34, 0.01, 0.23, 0.68, 0.01, 0.12]",[1781853.0],0.3167945802211761
303,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.84, 0.01, 0.34, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.68, 0.12, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.34, 0.9, 0.68, 0.09, 0.34, 0.23, 0.93, 0.68, 0.79, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.34, 0.68]",[4625790.0],0.863257689277331
304,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.18, 0.68, 0.79, 0.68, 0.34, 0.68, 0.34, 0.43, 0.34, 0.34, 0.93, 0.34, 0.23, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.34, 0.34, 0.34, 0.34, 0.01, 0.12, 0.18, 0.34, 0.12, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.01, 0.12, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.68, 0.57, 0.51, 0.59, 0.34, 0.01, 0.34, 0.01, 0.68]",[231422.0],0.318961485226949
305,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.34, 0.68, 0.34, 0.51, 0.01, 0.45, 0.93, 0.34, 0.23, 0.01, 0.93, 0.01, 0.9, 0.09, 0.68, 0.79, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.12, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.34, 0.23, 0.68, 0.51, 0.34, 0.45, 0.09, 0.34, 0.23, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.68, 0.01, 0.57]",[536012.0],0.3196598986784617
306,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.34, 0.68, 0.34, 0.76, 0.34, 0.68, 0.84, 0.34, 0.23, 0.51, 0.26, 0.68, 0.23, 0.43, 0.34, 0.12, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.84, 0.34, 0.01, 0.51, 0.43, 0.68, 0.57, 0.76, 0.68, 0.12, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.84, 0.34, 0.45, 0.01, 0.93, 0.68, 0.34, 0.26, 0.34, 0.34]",[13292541.0],0.9457798322041828
307,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.09, 0.01, 0.45, 0.68, 0.01, 0.9, 0.34, 0.51, 0.34, 0.23, 0.18, 0.68, 0.45, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.68, 0.01, 0.34, 0.34, 0.68, 0.01, 0.79, 0.76, 0.34, 0.34, 0.01, 0.43, 0.01, 0.57, 0.76, 0.34, 0.9]",[986079.0],0.858260894815127
308,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.09, 0.68, 0.12, 0.93, 0.68, 0.12, 0.34, 0.26, 0.34, 0.12, 0.09, 0.68, 0.79, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.68, 0.23, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.68, 0.23, 0.51, 0.76, 0.01, 0.45, 0.51, 0.68, 0.34]",[26820435.0],0.912764052549998
309,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.68, 0.01, 0.9, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.34, 0.45, 0.01, 0.09, 0.34, 0.9, 0.68, 0.68, 0.57, 0.34, 0.43, 0.01, 0.79, 0.84, 0.34, 0.68, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.34, 0.12]",[5864080.0],0.3344683622320493
310,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.59, 0.68, 0.45, 0.93, 0.01, 0.23, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.01, 0.45, 0.01, 0.34, 0.68, 0.68, 0.59, 0.01, 0.23, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.01, 0.12, 0.51, 0.34, 0.01, 0.01, 0.68, 0.34, 0.68, 0.34, 0.26, 0.34, 0.68, 0.34, 0.68, 0.57, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.34, 0.45]",[383761.0],0.9270360305905342
311,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.68, 0.68, 0.68, 0.84, 0.68, 0.79, 0.93, 0.68, 0.9, 0.01, 0.84, 0.34, 0.01, 0.76, 0.01, 0.79, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.68, 0.01, 0.68, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.68, 0.34, 0.34, 0.26, 0.68, 0.57, 0.76, 0.01, 0.79, 0.51, 0.84, 0.34, 0.12, 0.26, 0.01, 0.23, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.84, 0.68, 0.57, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.34, 0.9]",[16470633.0],0.3167507777611414
312,"[0.43, 0.68, 0.34, 0.84, 0.68, 0.12, 0.34, 0.76, 0.34, 0.12, 0.76, 0.34, 0.9, 0.51, 0.26, 0.68, 0.23, 0.09, 0.01, 0.23, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.34, 0.01, 0.51, 0.59, 0.34, 0.12, 0.09, 0.01, 0.45, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.68, 0.57, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.01, 0.01, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.84, 0.01, 0.9, 0.01, 0.93, 0.68, 0.01, 0.51, 0.01, 0.12]",[9176843.0],0.3161692703763644
313,"[0.26, 0.68, 0.68, 0.93, 0.01, 0.68, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.01, 0.9, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.9, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.68, 0.79, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.01, 0.23, 0.68, 0.09, 0.34, 0.68, 0.26, 0.68, 0.23, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.34, 0.79, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.01, 0.23, 0.01, 0.59, 0.01, 0.68, 0.59, 0.34, 0.57]",[99696.0],0.3120750695466995
314,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.09, 0.68, 0.57, 0.18, 0.34, 0.79, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.01, 0.23, 0.01, 0.34, 0.34, 0.79, 0.18, 0.68, 0.23, 0.68, 0.34, 0.01, 0.68, 0.76, 0.01, 0.12, 0.51, 0.59, 0.01, 0.12, 0.43, 0.34, 0.79]",[278181.0],0.7861691107352574
315,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.01, 0.34, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.68, 0.34, 0.34, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.34, 0.9, 0.34, 0.51, 0.68, 0.01, 0.09, 0.01, 0.68, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.01, 0.9]",[4203.0],0.7519786874453227
316,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.01, 0.12, 0.34, 0.34, 0.68, 0.34, 0.68, 0.34, 0.01, 0.01, 0.76, 0.34, 0.45, 0.43, 0.34, 0.9, 0.68, 0.68, 0.34, 0.79, 0.93, 0.68, 0.34, 0.01, 0.84, 0.68, 0.68, 0.09, 0.68, 0.45, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.01, 0.68, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.01, 0.9]",[15956696.0],0.8975364203254382
317,"[0.26, 0.01, 0.9, 0.43, 0.01, 0.9, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.34, 0.45, 0.51, 0.43, 0.34, 0.12, 0.68, 0.01, 0.45, 0.68, 0.51, 0.01, 0.57, 0.51, 0.01, 0.79, 0.51, 0.43, 0.01, 0.79, 0.93, 0.01, 0.57, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.34, 0.79, 0.01, 0.51, 0.01, 0.9, 0.76, 0.34, 0.23, 0.68, 0.09, 0.34, 0.45, 0.84, 0.68, 0.79, 0.01, 0.43, 0.34, 0.79, 0.43, 0.34, 0.34]",[1259019.0],0.93755920479695
318,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.84, 0.68, 0.34, 0.84, 0.34, 0.45, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.68, 0.23, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.34, 0.23, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.84, 0.34, 0.01, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.01, 0.45, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.34, 0.68, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.68, 0.23]",[3857655.0],0.912004462381204
319,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.34, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.68, 0.01, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.68, 0.01, 0.68, 0.26, 0.01, 0.23, 0.43, 0.01, 0.68, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.34, 0.68, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.34, 0.79, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.68, 0.01]",[37747.0],0.877991059422493
320,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.68, 0.45, 0.34, 0.68, 0.68, 0.01, 0.76, 0.34, 0.01, 0.51, 0.34, 0.34, 0.01, 0.43, 0.34, 0.12, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.68, 0.01, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.68, 0.68, 0.34, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.01, 0.34, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.93, 0.01, 0.12]",[5608103.0],0.9166197841366132
321,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.68, 0.68, 0.34, 0.93, 0.01, 0.57, 0.09, 0.68, 0.79, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.34, 0.68, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.57, 0.01, 0.59, 0.01, 0.79, 0.68, 0.01, 0.68, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.34, 0.45, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.68, 0.9, 0.34, 0.84, 0.34, 0.57, 0.26, 0.34, 0.45, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.18, 0.68, 0.01]",[851638.0],0.8824700991312663
322,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.18, 0.34, 0.23, 0.43, 0.68, 0.9, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.23, 0.51, 0.84, 0.01, 0.45, 0.93, 0.34, 0.68, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.34, 0.12, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.59, 0.68, 0.01, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.12, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.01, 0.68]",[6382849.0],0.9025281012058258
323,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.34, 0.57, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.09, 0.68, 0.9, 0.01, 0.43, 0.01, 0.01, 0.51, 0.01, 0.79, 0.34, 0.84, 0.34, 0.79, 0.18, 0.34, 0.57, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.79, 0.68, 0.84, 0.01, 0.01, 0.09, 0.68, 0.45, 0.51, 0.84, 0.68, 0.45, 0.51, 0.01, 0.34, 0.68, 0.18, 0.68, 0.34, 0.18, 0.34, 0.12, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.68, 0.79]",[266240.0],0.3216204702854156
324,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.43, 0.34, 0.12, 0.93, 0.68, 0.12, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.34, 0.79, 0.01, 0.59, 0.34, 0.12, 0.51, 0.34, 0.23, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.34, 0.23, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.68, 0.01, 0.68]",[1149249.0],0.9327222004532814
325,"[0.68, 0.68, 0.79, 0.43, 0.34, 0.9, 0.68, 0.59, 0.68, 0.34, 0.59, 0.68, 0.12, 0.01, 0.68, 0.68, 0.23, 0.68, 0.68, 0.68, 0.34, 0.51, 0.34, 0.01, 0.09, 0.34, 0.68, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.01, 0.12, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.34, 0.68, 0.51, 0.34, 0.34, 0.57, 0.93, 0.01, 0.9, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.34, 0.45, 0.01, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.01, 0.45]",[710481.0],0.9425013095140458
326,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.76, 0.68, 0.9, 0.68, 0.34, 0.34, 0.9, 0.34, 0.68, 0.79, 0.01, 0.18, 0.68, 0.12, 0.51, 0.68, 0.12, 0.34, 0.18, 0.68, 0.79, 0.84, 0.01, 0.12, 0.01, 0.26, 0.01, 0.68, 0.59, 0.68, 0.45, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.01, 0.57, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.68, 0.23]",[1185337.0],0.9086653282245
327,"[0.93, 0.68, 0.23, 0.09, 0.68, 0.68, 0.34, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.01, 0.01, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.01, 0.12, 0.68, 0.34, 0.68, 0.68, 0.43, 0.01, 0.79, 0.51, 0.34, 0.68, 0.9, 0.84, 0.34, 0.57, 0.34, 0.59, 0.68, 0.79, 0.84, 0.34, 0.57, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.01, 0.01, 0.68, 0.26, 0.68, 0.01, 0.43, 0.68, 0.23, 0.51, 0.68, 0.34, 0.68, 0.18, 0.01, 0.01]",[1883547.0],0.9145348598559696
328,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.26, 0.34, 0.01, 0.68, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.84, 0.68, 0.34, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.34, 0.34, 0.9, 0.68, 0.18, 0.68, 0.01, 0.93, 0.01, 0.68, 0.01, 0.51, 0.34, 0.23, 0.93, 0.34, 0.57, 0.34, 0.18, 0.34, 0.68, 0.34, 0.68, 0.9, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.43, 0.68, 0.45]",[9440293.0],0.92477122147878
329,"[0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.3323333333333333, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.499, 0.51, 0.01, 0.34, 0.18, 0.34, 0.79, 0.68, 0.09, 0.68, 0.68, 0.43, 0.34, 0.57, 0.51, 0.18, 0.68, 0.45, 0.34, 0.34, 0.79, 0.68, 0.09, 0.34, 0.79, 0.93, 0.01, 0.9, 0.51, 0.08233333333333333, 0.3323333333333333, 0.1101111111111111, 0.51, 0.01, 0.45]",[2118505.0],0.7985450252890587
